freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FC_OTH_FISH_E,PC,IS	0.351 	0.334 	0.312 	0.296 	0.293 	0.295 	0.299 	0.305 	0.321 	0.327 	0.312 	0.379 	0.275 	0.262 	0.303 	1.222 	1.47 	1.476 	1.583 	1.305 	1.575 	1.735 	1.815 	1.688 	1.883 	1.836 	2.163 	2.248 	2.637 	3.106 	3.387 	2.995 	2.387 	2.71 
A,FC_OTH_FISH_E,PC,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1.975 	2.008 	2.118 	2.048 	2.061 	2.076 	2.65 	2.639 	4.38 	6.209 	7.558 	9.24 	9.898 	11.984 	13.089 	8.727 	6.94 	8.671 	10.422 	11.4 
A,FC_OTH_FISH_E,PC,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	25.183 	12.303 	17.29 	14.327 	17.29 	7.716 	11.145 	11.145 	11.145 	14.327 	14.387 	25.146 	33.488 	15.581 	17.963 	20.156 	18.731 	21.639 	30.435 
A,FC_OTH_FISH_E,PC,LV	8.761 	7.028 	3.166 	2.974 	2.61 	2.957 	2.97 	4.537 	6.673 	3.835 	3.511 	2.831 	3.415 	1.716 	1.932 	2.317 	3.588 	5.9 	6.252 	6.903 	4.817 	4.244 	8.697 	11.513 	8.644 	12.68 	9.338 	11.543 	13.027 	15.791 	18.43 	21.054 	17.743 	18.091 
A,FC_OTH_FISH_E,PC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	4.019 	7.713 	2.713 	4.011 	4.011 	4.011 	4.019 	8.976 	3.874 	4.811 	6.741 	6.952 	6.881 	5.96 
A,FC_OTH_FISH_E,PC,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FC_OTH_FISH_E,PC,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2.405 	2.458 	2.929 	2.962 	3.038 	3.738 	3.684 	8.72 	8.894 	9.061 	8.904 	7.973 	7.774 	7.656 	7.19 	6.844 	7.084 	6.729 	6.734 	6.49 	5.68 
A,FC_OTH_FISH_E,PC,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.582 	8.635 	10.831 	12.656 	59.174 	60.849 	52.599 	: 	: 	: 	100 	100 	100 	: 	100 	100 	100 	100 	52.215 	44.145 	27.141 
A,FC_OTH_FISH_E,PC,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.716 	5.795 	7.241 	4.522 	9.506 	5.885 	4.33 	6.195 	7.587 	5.258 	4.289 	4.059 	7.188 	6.84 	4.802 	5.724 	4.549 	6.288 	6.179 	6.946 
A,FC_OTH_FISH_E,PC,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.209 	100 	100 	: 	: 	: 	89.119 	89.119 	89.119 	89.119 	46.809 	36 	75.556 	52 	92.308 	82.967 	40.333 
A,FC_OTH_FISH_E,PC,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,FC_OTH_FISH_E,PC,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	100 	100 	100 
A,FC_OTH_FISH_E,PC,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	94.123 	83.337 	32.679 	17.287 	16.143 	4.843 	6.141 	7.968 	13.153 	10.862 	10.703 	8.657 	9.653 	9.799 	11.433 
A,FC_OTH_FISH_E,PC,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.835 	89.581 	88.169 	26.035 	33.402 	29.36 	0 	29.002 	24.955 	33.659 	46.391 	50.012 	48.414 	64.857 	66.193 	72.187 	92.176 	: 	: 	: 
A,FC_OTH_FISH_E,PC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48.91 	50.079 	50.943 	51.389 	52.17 	38.227 	39.059 	54.009 	38.498 	40.721 	: 	: 	: 	: 
A,FC_OTH_HH_CP_E,PC,AL	11.628 	8.566 	9.849 	13.896 	15.317 	16.472 	20.111 	19.713 	27.15 	52.28 	51.742 	49.902 	35.169 	49.253 	51.635 	51.87 	38.972 	41.073 	46.129 	48.071 	50.185 	52.104 	56.402 	59.532 	56.958 	53.821 	52.751 	53.469 	54.999 	55.035 	56.413 	56.897 	55.671 	56.088 
A,FC_OTH_HH_CP_E,PC,AT	23.782 	22.684 	23.261 	23.549 	24.845 	23.425 	22.965 	24.779 	24.906 	24.81 	25.647 	24.821 	25.873 	25.501 	24.956 	25.758 	25.808 	27.431 	27.188 	27.056 	26.146 	27.372 	27.687 	27.259 	28.874 	27.91 	27.234 	27.2 	28.809 	28.516 	28.295 	27.283 	30.405 	31.727 
A,FC_OTH_HH_CP_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34.598 	38.165 	37.506 	42.524 	28.973 	29.508 	28.495 	29.928 	29.22 	: 
A,FC_OTH_HH_CP_E,PC,BE	20.186 	19.527 	20.082 	21.264 	22.091 	21.779 	20.113 	21.394 	21.932 	22.929 	23.847 	23.606 	24.748 	23.518 	24.28 	24.748 	26.098 	27.979 	25.528 	26.883 	24.705 	28.021 	26.867 	25.309 	28.983 	26.557 	26.412 	26.518 	26.607 	27.941 	27.528 	26.079 	28.871 	28.931 
A,FC_OTH_HH_CP_E,PC,BG	31.521 	37.588 	33.978 	34.439 	35.914 	41.427 	40.349 	43.075 	41.051 	43.778 	46.647 	46.602 	44.872 	43.929 	44.651 	44.565 	44.606 	47.228 	48.62 	49.446 	49.066 	48.028 	47.758 	48.609 	50.172 	49.201 	48.521 	48.276 	48.282 	49.126 	45.752 	47.611 	50.341 	52.903 
A,FC_OTH_HH_CP_E,PC,CY	57.327 	58.839 	58.179 	61.968 	62.274 	64.553 	65.325 	66.689 	68.465 	71.254 	69.999 	71.651 	71.61 	72.202 	74.661 	57.936 	54.053 	55.066 	56.901 	56.21 	58.736 	56.004 	54.994 	54.378 	56.78 	54.853 	56.375 	56.332 	54.69 	52.653 	51.553 	53.679 	53.861 	55.325 
A,FC_OTH_HH_CP_E,PC,CZ	10.997 	11.682 	16.687 	20.716 	22.995 	22.963 	23.081 	23.631 	23.166 	22.094 	23.195 	21.942 	22.491 	22.486 	22.606 	24.235 	24.876 	26.028 	25.822 	25.638 	24.034 	24.662 	24.597 	24.697 	25.939 	25.81 	25.556 	25.529 	26.274 	26.58 	26.584 	25.819 	26.629 	28.382 
A,FC_OTH_HH_CP_E,PC,DE	20.97 	20.465 	21.247 	20.854 	21.605 	21.457 	20.378 	21.066 	21.715 	22.921 	24.148 	22.958 	24.759 	23.769 	24.403 	24.606 	24.112 	27.47 	24.869 	26.209 	24.891 	27.048 	26.037 	24.888 	26.597 	26.553 	26.115 	26.167 	26.527 	25.864 	25.779 	25.725 	26.283 	26.778 
A,FC_OTH_HH_CP_E,PC,DK	26.853 	26.044 	27.229 	25.749 	27.083 	26.31 	25.212 	26.539 	26.872 	27.545 	28.613 	27.447 	27.943 	27.235 	27.593 	27.604 	27.972 	28.134 	28.051 	27.459 	25.583 	27.709 	27.403 	27.38 	29.255 	27.491 	26.961 	26.888 	26.625 	27.496 	27.415 	27.175 	28.192 	27.417 
A,FC_OTH_HH_CP_E,PC,EA19	23.529 	23.111 	24.295 	24.545 	25.909 	25.537 	24.762 	26.098 	26.53 	27.42 	28.634 	28.097 	29.447 	28.999 	29.528 	29.679 	30.606 	32.663 	31.316 	31.864 	31.228 	33.637 	32.832 	32.037 	34.432 	33.692 	33.464 	33.137 	33.578 	33.496 	33.185 	32.91 	34.648 	35.401 
A,FC_OTH_HH_CP_E,PC,EA20	23.53 	23.085 	24.269 	24.51 	25.875 	25.506 	24.731 	26.073 	26.499 	27.388 	28.61 	28.06 	29.409 	28.944 	29.483 	29.636 	30.583 	32.632 	31.309 	31.839 	31.202 	33.596 	32.811 	32.024 	34.416 	33.664 	33.437 	33.125 	33.573 	33.5 	33.171 	32.901 	34.645 	35.397 
A,FC_OTH_HH_CP_E,PC,EE	7.258 	8.801 	18.335 	18.962 	18.437 	15.719 	15.536 	15.95 	19.659 	18.573 	20.298 	21.193 	22.318 	22.185 	22.894 	23.881 	25.905 	25.901 	27.301 	27.511 	26.866 	27.722 	27.701 	27.964 	28.969 	29.517 	29.391 	28.44 	28.793 	30.361 	29.501 	31.927 	29.52 	26.604 
A,FC_OTH_HH_CP_E,PC,EL	33.993 	35.422 	37.443 	38.214 	39.558 	39.979 	36.406 	36.591 	37.18 	38.865 	38.737 	38.196 	39.192 	37.273 	38.694 	38.102 	39.758 	41.729 	43.353 	46.282 	46.9 	40.07 	45.858 	52.508 	52.518 	48.131 	53.203 	50.697 	49.568 	48.667 	46.041 	46.594 	45.3 	47.023 
A,FC_OTH_HH_CP_E,PC,ES	37.544 	36.055 	36.257 	37.484 	38.398 	39.178 	40.148 	42.761 	42.948 	43.799 	42.983 	44.164 	44.317 	45.681 	45.631 	46.279 	49.393 	49.964 	51.695 	51.684 	51.326 	52.522 	52.272 	51.598 	51.208 	50.025 	50.901 	51.433 	50.484 	51.194 	50.083 	49.353 	50.793 	52.029 
A,FC_OTH_HH_CP_E,PC,EU27_2020	22.821 	22.619 	23.731 	23.711 	24.96 	24.771 	24.1 	25.148 	25.822 	26.624 	27.991 	27.476 	28.52 	28.158 	28.601 	28.74 	29.572 	31.51 	30.518 	30.888 	30.199 	32.258 	31.606 	31.067 	33.28 	32.709 	32.458 	32.215 	32.494 	32.608 	32.308 	31.998 	33.65 	34.487 
A,FC_OTH_HH_CP_E,PC,EU28	23.522 	23.241 	24.333 	24.269 	25.281 	25.238 	24.488 	25.606 	26.193 	26.936 	28.14 	27.689 	28.728 	28.471 	28.843 	29.131 	29.934 	31.732 	30.676 	31.06 	30.169 	32.424 	31.63 	31.093 	33.337 	32.631 	32.263 	32.082 	32.173 	32.226 	32.308 	31.998 	33.65 	34.487 
A,FC_OTH_HH_CP_E,PC,FI	34.41 	34.89 	35.411 	37.363 	37.293 	36.86 	36.82 	38.054 	38.333 	40.607 	38.757 	38.053 	38.35 	38.48 	39.253 	40.288 	40.361 	40.632 	41.425 	40.778 	39.305 	41.791 	40.764 	41.513 	41.523 	42.899 	41.936 	39.458 	40.121 	40.18 	41.159 	39.369 	39.874 	38.974 
A,FC_OTH_HH_CP_E,PC,FR	28.225 	27.478 	28.443 	29.324 	31.262 	30.967 	30.177 	31.349 	31.31 	31.813 	34.107 	33.797 	35.128 	35.344 	34.86 	35.438 	37.47 	38.326 	37.353 	36.738 	37.875 	40.501 	39.254 	38.66 	41.831 	41.128 	40.529 	40.391 	41.204 	41.006 	41.492 	40.406 	42.617 	42.728 
A,FC_OTH_HH_CP_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.46 	26.576 	26.841 	26.834 	26.494 	30.923 	29.252 	25.874 	26.323 	25.783 	: 
A,FC_OTH_HH_CP_E,PC,HR	23.562 	20.436 	21.262 	20.756 	22.214 	22.374 	21.621 	23.627 	23.495 	24.362 	26.24 	24.47 	25.918 	23.934 	25.437 	25.877 	28.371 	29.719 	30.65 	29.559 	28.842 	30.022 	30.882 	30.699 	32.863 	31.037 	30.943 	32.036 	33.114 	33.899 	31.808 	32.084 	34.403 	35.033 
A,FC_OTH_HH_CP_E,PC,HU	14.483 	14.66 	17.207 	15.961 	16.745 	16.643 	16.959 	17.895 	18.836 	18.134 	18.608 	17.848 	18.341 	17.491 	17.983 	17.284 	18.897 	21.319 	21.878 	21.086 	20.001 	20.352 	18.16 	18.196 	20.438 	19.752 	19.588 	19.92 	21.624 	22.449 	21.809 	21.001 	23.122 	24.995 
A,FC_OTH_HH_CP_E,PC,IE	18.328 	19.41 	21.579 	21.805 	21.837 	22.618 	23.261 	24.345 	24.058 	25.46 	26.586 	26.967 	27.994 	28.75 	29.132 	29.518 	31.534 	32.37 	31.703 	32.062 	31.133 	34.161 	34.726 	34.775 	36.724 	36.463 	36.282 	37.565 	37.6 	38.863 	37.591 	39.769 	43.237 	46.069 
A,FC_OTH_HH_CP_E,PC,IS	19.113 	19.328 	18.077 	18.722 	19.637 	18.746 	18.159 	18.422 	20.51 	20.64 	21.188 	21.252 	21.47 	20.98 	22.503 	22.731 	24.236 	23.951 	24.261 	24.115 	24.677 	24.01 	22.392 	22.032 	21.447 	22.228 	21.36 	22.413 	21.652 	25.984 	24.429 	24.745 	28.977 	27.401 
A,FC_OTH_HH_CP_E,PC,IT	23.297 	22.407 	24.058 	24.402 	27.034 	25.441 	25.346 	26.469 	25.891 	24.647 	25.862 	25.393 	26.576 	25.415 	26.152 	24.726 	26.103 	26.613 	25.671 	25.853 	25.476 	28.058 	27.317 	26.78 	29.706 	28.419 	28.172 	26.73 	26.962 	26.983 	25.764 	27.284 	29.717 	30.518 
A,FC_OTH_HH_CP_E,PC,LT	8.811 	8.42 	11.643 	11.062 	10.3 	11.19 	12.806 	14.195 	15.707 	17.068 	17.103 	17.359 	17.411 	18.606 	19.715 	20.152 	20.582 	22.173 	23.809 	22.617 	21.277 	22.636 	23.075 	23.877 	25.424 	25.652 	25.574 	25.29 	25.528 	26.767 	27.15 	26.204 	26.732 	26.141 
A,FC_OTH_HH_CP_E,PC,LU	18.812 	17.039 	18.097 	19.284 	19.93 	20.269 	18.951 	19.146 	19.549 	21.609 	25.241 	27.306 	24.506 	24.172 	22.996 	25.006 	25.366 	29.339 	27.312 	27.574 	25.786 	28.742 	28.168 	28.461 	30.735 	27.555 	25.671 	28.032 	27.74 	28.016 	26.695 	26.986 	26.773 	27.554 
A,FC_OTH_HH_CP_E,PC,LV	10.169 	9.526 	9.005 	8.37 	8.734 	9.886 	9.027 	9.258 	11.209 	12.004 	13.07 	11.963 	13.313 	13.693 	14.359 	15.218 	16.49 	18.064 	19.433 	17.686 	18.861 	19.437 	19.669 	20.653 	21.547 	22.788 	22.418 	21.089 	21.347 	22.014 	22.553 	21.461 	22.079 	22.425 
A,FC_OTH_HH_CP_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.885 	15.044 	15.201 	16.28 	16.175 	16.987 	15.915 	15.353 	15.643 	16.947 	17.707 	17.409 	20.574 	21.751 
A,FC_OTH_HH_CP_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38.731 	37.126 	39.074 	39.95 	40.346 	39.959 	38.04 	39.735 	40.958 	48.09 	48.089 	49.393 	51.272 	53.067 	56.521 	54.252 	54.47 	57.063 	58.849 
A,FC_OTH_HH_CP_E,PC,MK	48.881 	51.688 	35.16 	49.77 	42.549 	48.764 	48.495 	50.384 	48.639 	43.812 	49.584 	52.992 	48.071 	44.648 	46.282 	44.525 	46.548 	48.159 	52.921 	51.827 	52.541 	53.59 	51.809 	53.532 	53.22 	53.308 	54.791 	52.914 	55.702 	55.792 	56.443 	56.845 	56.763 	56.962 
A,FC_OTH_HH_CP_E,PC,MT	41.509 	41.566 	40.951 	41.192 	62.772 	62.831 	64.587 	69.137 	77.758 	75.54 	76.206 	76.593 	75.641 	75.489 	74.772 	75.235 	78.241 	77.21 	76.279 	76.225 	73.873 	78.05 	74.828 	72.899 	72.563 	70.994 	72.801 	71.383 	75.622 	75.336 	75.299 	75.584 	75.362 	76.091 
A,FC_OTH_HH_CP_E,PC,NL	18.955 	17.499 	19.099 	18.626 	19.867 	18.983 	17.393 	20.648 	22.042 	23.615 	24.517 	23.953 	24.883 	24.994 	25.417 	26.86 	27.057 	29.403 	27.54 	27.681 	25.151 	29.669 	28.089 	27.322 	32.16 	30.723 	30.019 	30.365 	30.574 	31.093 	32.009 	30.278 	34.405 	36.302 
A,FC_OTH_HH_CP_E,PC,NO	75.521 	79.095 	79.973 	79.054 	78.324 	78.851 	77.619 	78.503 	78.662 	78.442 	79.788 	79.032 	76.42 	74.59 	75.622 	76.435 	75.382 	76.833 	76.297 	76.037 	73.591 	73.873 	73.982 	74.888 	75.018 	74.804 	74.105 	73.493 	73.5 	73.671 	73.657 	73.147 	70.545 	70.334 
A,FC_OTH_HH_CP_E,PC,PL	14.911 	13.014 	12.354 	11.065 	11.109 	11.385 	11.922 	12.38 	15.51 	16.595 	18.92 	17.947 	17.449 	18.746 	19.003 	19.235 	19.449 	20.64 	21.212 	20.884 	20.153 	21.812 	21.424 	21.54 	23.483 	23.587 	23.233 	23.31 	22.204 	23.43 	23.397 	23.142 	24.496 	26.373 
A,FC_OTH_HH_CP_E,PC,PT	31.815 	33.416 	33.382 	34.036 	35.047 	36.414 	37.527 	38.896 	40.241 	42.287 	43.477 	41.031 	41.324 	43.151 	44.198 	43.868 	46.848 	48.17 	49.603 	49.485 	54.761 	55.712 	54.764 	54.492 	48.708 	49.096 	49.528 	48.794 	48.994 	48.584 	47.67 	47.817 	48.426 	49.338 
A,FC_OTH_HH_CP_E,PC,RO	7.824 	10.224 	13.627 	10.715 	10.782 	11.4 	11.3 	7.879 	8.864 	10.281 	10.934 	13.574 	11.613 	12.44 	10.826 	11.778 	12.479 	14.522 	14.817 	15.434 	16.288 	17.356 	17.446 	17.96 	18.862 	19.293 	19.253 	18.957 	18.987 	19.304 	19.359 	18.688 	20.082 	20.904 
A,FC_OTH_HH_CP_E,PC,RS	32.63 	40.244 	41.127 	47.207 	49.982 	54.461 	49.245 	51.089 	49.605 	49.489 	45.263 	44.963 	44.174 	43.566 	44.552 	44.714 	47.868 	42.941 	44.374 	42.562 	42.303 	40.446 	42.228 	44.86 	44.803 	44.103 	42.728 	43.079 	42.873 	42.774 	36.766 	36.408 	36.262 	36.73 
A,FC_OTH_HH_CP_E,PC,SE	50.794 	51.692 	46.369 	46.801 	46.689 	46.683 	44.748 	46.261 	46.619 	46.283 	49.489 	49.059 	49.28 	48.91 	50.642 	50.366 	51.481 	51.939 	51.847 	51.647 	49.866 	49.885 	49.494 	50.918 	51.981 	53.187 	53.036 	53.479 	54.118 	53.845 	55.173 	53.936 	54.581 	53.484 
A,FC_OTH_HH_CP_E,PC,SI	21.023 	20.132 	23.393 	22.12 	24.759 	23.286 	22.062 	23.684 	23.736 	23.233 	22.968 	20.986 	24.425 	23.744 	25.024 	24.252 	26.806 	28.814 	29.269 	29.296 	28.495 	30.4 	32.011 	32.49 	36.219 	34.019 	33.732 	35.657 	37.995 	39.029 	38.566 	38.667 	38.643 	40.464 
A,FC_OTH_HH_CP_E,PC,SK	8.867 	14.197 	13.422 	16.931 	15.825 	19.119 	19.536 	19.173 	16.944 	20.276 	19.201 	22.404 	23.631 	23.905 	25.484 	21.744 	22.266 	24.896 	23.921 	24.18 	20.742 	24.929 	22.511 	23.565 	26.73 	26.423 	25.907 	25.955 	27.423 	26.968 	28.023 	25.806 	26.156 	27.709 
A,FC_OTH_HH_CP_E,PC,TR	9.122 	10.457 	10.714 	11.835 	13.529 	13.356 	14.415 	16.167 	17.68 	18.905 	19.829 	20.965 	21.3 	21.329 	22.062 	22.541 	23.553 	24.109 	22.715 	24.302 	25.741 	25.845 	26.455 	27.996 	29.486 	28.664 	29.835 	29.945 	33.739 	31.567 	30.21 	30.465 	30.202 	31.528 
A,FC_OTH_HH_CP_E,PC,UA	4.305 	5.402 	11.682 	12.2 	12.198 	12.998 	10.851 	11.753 	13.048 	12.672 	12.849 	12.868 	12.736 	13.376 	13.902 	15.026 	15.091 	16.01 	16.688 	16.701 	16.892 	18.995 	18.557 	19.511 	21.446 	24.757 	22.323 	23.301 	23.288 	26.36 	26.975 	: 	: 	: 
A,FC_OTH_HH_CP_E,PC,UK	28.199 	27.278 	28.127 	27.813 	27.197 	28.137 	26.862 	28.451 	28.458 	28.825 	29.017 	28.974 	30.01 	30.478 	30.368 	31.657 	32.377 	33.191 	31.738 	32.257 	29.965 	33.616 	31.794 	31.266 	33.738 	32.091 	30.938 	31.143 	30.006 	29.668 	: 	: 	: 	: 
A,FC_OTH_HH_CP_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.523 	48.519 	48.25 	47.273 	49.086 	50.251 	50.904 	48.43 	43.123 	41.709 	43.13 	45.456 	45.609 	47.617 	45.584 	43.313 	32.146 	35.641 	38.976 	40.447 	41.585 	46.903 	53.19 	: 
A,FC_OTH_HH_E,PC,AL	11.628 	8.566 	9.849 	13.896 	14.834 	16.017 	19.579 	19.252 	26.671 	53.815 	56.29 	55.223 	33.297 	53.229 	43.688 	45.432 	37.613 	42.067 	44.915 	45.978 	45.503 	46.799 	51.514 	57.224 	54.103 	51.547 	51.814 	51.225 	53.007 	53.129 	55.378 	54.927 	55.069 	54.998 
A,FC_OTH_HH_E,PC,AT	17.366 	16.591 	17.815 	18.008 	18.86 	18.485 	17.539 	19.032 	18.796 	19.208 	20.265 	20.826 	22.352 	22.634 	22.887 	21.455 	21.706 	22.618 	22.353 	22.858 	21.51 	22.671 	22.586 	21.958 	23.172 	22.32 	22.169 	22.249 	23.622 	23.729 	24.065 	23.644 	26.558 	28.628 
A,FC_OTH_HH_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.37 	36.51 	35.719 	39.109 	23.429 	24.094 	22.903 	23.626 	23.022 	: 
A,FC_OTH_HH_E,PC,BE	19.101 	18.694 	19.029 	19.946 	20.547 	20.396 	18.807 	19.952 	20.29 	21.232 	21.496 	21.201 	23.872 	22.671 	18.059 	17.891 	19.059 	20.445 	18.379 	19.38 	17.709 	20.383 	19.499 	18.207 	21.116 	18.967 	18.755 	18.647 	18.636 	19.734 	19.861 	18.424 	19.783 	19.616 
A,FC_OTH_HH_E,PC,BG	38.552 	36.085 	32.727 	30.455 	34.506 	38.491 	36.781 	38.393 	37.382 	40.004 	40.333 	42.451 	37.802 	35.873 	36.175 	37.222 	37.071 	39.104 	40.794 	41.902 	40.471 	39.518 	39.612 	40.429 	42.059 	41.735 	40.978 	41.301 	42.278 	43.122 	40.989 	42.756 	48.152 	51.726 
A,FC_OTH_HH_E,PC,CY	36.245 	37.407 	38.708 	42.949 	42.508 	46.396 	48.1 	47.371 	49.768 	51.763 	51.631 	51.321 	51.567 	53.2 	56.149 	38.852 	39.286 	40.708 	43.103 	41.518 	44.538 	41.718 	41.101 	40.515 	41.935 	40.216 	40.848 	41.803 	43.339 	42.351 	42.71 	44.002 	42.41 	43.279 
A,FC_OTH_HH_E,PC,CZ	11.268 	12.08 	13.695 	15.334 	17.684 	19.39 	18.752 	19.072 	18.97 	18.501 	18.463 	17.471 	18.07 	17.992 	18.289 	18.987 	19.255 	19.633 	19.413 	18.972 	17.366 	17.789 	17.62 	17.407 	18.531 	18.268 	18.112 	18.158 	18.374 	18.839 	19.213 	18.872 	18.863 	20.741 
A,FC_OTH_HH_E,PC,DE	18.662 	16.149 	16.951 	16.33 	16.771 	16.478 	15.92 	15.755 	15.941 	17.081 	17.179 	16.497 	17.45 	17.915 	18.635 	19.078 	18.813 	21.645 	19.142 	20.128 	19.085 	20.967 	19.902 	18.705 	20.772 	20.135 	19.351 	19.827 	19.698 	18.843 	18.897 	19.606 	20.081 	20.516 
A,FC_OTH_HH_E,PC,DK	20.562 	19.844 	20.77 	19.37 	20.269 	19.567 	18.855 	19.618 	19.586 	20.147 	20.825 	19.555 	20.092 	19.736 	19.92 	19.901 	20.137 	19.707 	19.638 	19.248 	17.847 	19.336 	19.325 	19.764 	20.953 	19.699 	19.259 	18.79 	18.81 	20.05 	20.744 	20.776 	20.623 	20.188 
A,FC_OTH_HH_E,PC,EA19	19.204 	18.114 	19.114 	19.102 	20.157 	19.657 	19.244 	19.962 	20.059 	20.976 	21.414 	21.07 	21.972 	22.109 	22.345 	22.322 	23.04 	24.528 	23.438 	23.808 	23.374 	25.186 	24.466 	23.864 	26.12 	25.132 	24.914 	25.041 	25.39 	25.33 	25.765 	25.352 	26.356 	27.213 
A,FC_OTH_HH_E,PC,EA20	19.207 	18.1 	19.098 	19.084 	20.137 	19.642 	19.222 	19.949 	20.048 	20.963 	21.415 	21.05 	21.956 	22.057 	22.306 	22.281 	23.015 	24.492 	23.423 	23.773 	23.34 	25.133 	24.433 	23.836 	26.085 	25.092 	24.877 	25.01 	25.364 	25.313 	25.731 	25.326 	26.331 	27.183 
A,FC_OTH_HH_E,PC,EE	7.528 	8.977 	13.679 	12.525 	12.294 	8.477 	9.248 	9.037 	11.59 	12.275 	13.608 	14.392 	14.87 	14.831 	15.09 	15.666 	16.345 	15.855 	16.665 	16.699 	16.94 	17.781 	17.324 	17.178 	16.836 	17.329 	17.676 	17.729 	16.995 	18.709 	18.185 	19.856 	17.546 	19.873 
A,FC_OTH_HH_E,PC,EL	25.484 	27.345 	28.713 	28.518 	29.28 	29.662 	26.639 	25.932 	25.799 	27.088 	26.805 	26.185 	27.234 	25.337 	26.446 	26.032 	27.271 	28.481 	29.572 	31.897 	33.406 	27.429 	32.156 	39.256 	38.355 	33.807 	39.642 	38.347 	36.924 	36.445 	35.147 	35.609 	33.029 	34.547 
A,FC_OTH_HH_E,PC,ES	28.088 	27.205 	27.444 	28.167 	28.912 	30.7 	30.304 	31.859 	32.099 	32.883 	31.102 	33.707 	33.473 	33.421 	33.893 	35.441 	37.355 	37.437 	38.434 	38.479 	38.387 	41.858 	41.573 	41.038 	41.116 	39.456 	41.786 	42.653 	42.489 	43.441 	43.255 	42.771 	44.153 	45.371 
A,FC_OTH_HH_E,PC,EU27_2020	18.457 	17.797 	18.622 	18.317 	19.328 	19.105 	18.703 	19.263 	19.563 	20.297 	20.954 	20.578 	21.318 	21.443 	21.685 	21.605 	22.208 	23.488 	22.651 	22.928 	22.448 	23.946 	23.382 	23.013 	24.939 	24.188 	23.961 	24.059 	24.165 	24.323 	24.634 	24.247 	25.108 	25.897 
A,FC_OTH_HH_E,PC,EU28	18.881 	18.195 	18.996 	18.658 	19.655 	19.546 	19.019 	19.614 	19.934 	20.596 	21.155 	20.837 	21.506 	21.76 	21.938 	22.007 	22.579 	23.766 	22.869 	23.164 	22.448 	24.134 	23.474 	23.081 	25.073 	24.278 	24.027 	24.132 	24.088 	24.201 	24.634 	24.247 	25.108 	25.897 
A,FC_OTH_HH_E,PC,FI	23.452 	24.106 	24.487 	26.242 	26.354 	25.654 	27.601 	28.632 	28.875 	30.655 	33.387 	32.832 	33.037 	33.452 	33.784 	34.72 	34.709 	34.679 	35.133 	34.982 	33.889 	36.186 	35.276 	35.755 	35.667 	36.329 	36.243 	33.597 	34.343 	34.427 	35.859 	34.987 	34.863 	34.338 
