freq,unit,siec,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 
A,GWH,E7000,H49-H51_NTRA_X_H495,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,MT	: 	0.000 	0.000 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,PT	: 	: 	0.000 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,RO	: 	: 	: 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,SE	: 	: 	: 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,SI	: 	: 	93.478 	77.447 
A,GWH,E7000,H49-H51_NTRA_X_H495,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,H49-H51_NTRA_X_H495,TR	: 	: 	: 	0.000 
A,GWH,E7000,H52,AL	: 	: 	: 	7.560 
A,GWH,E7000,H52,AT	: 	: 	230.615 	218.771 
A,GWH,E7000,H52,BE	: 	: 	1560.500 	1425.300 
A,GWH,E7000,H52,BG	: 	: 	553.867 	508.440 
A,GWH,E7000,H52,CZ	: 	: 	1868.380 	1789.470 
A,GWH,E7000,H52,DE	: 	: 	2213.153 	2042.406 
A,GWH,E7000,H52,DK	478.795 	563.397 	577.960 	565.552 
A,GWH,E7000,H52,EE	: 	: 	207.950 	125.084 
A,GWH,E7000,H52,FR	: 	: 	4430.401 	4215.253 
A,GWH,E7000,H52,HR	: 	: 	685.681 	700.196 
A,GWH,E7000,H52,HU	: 	: 	560.398 	522.466 
A,GWH,E7000,H52,IE	33.159 	47.238 	35.295 	35.839 
A,GWH,E7000,H52,IT	: 	: 	7638.218 	7515.739 
A,GWH,E7000,H52,LT	: 	: 	66.100 	63.600 
A,GWH,E7000,H52,LU	: 	: 	15.194 	15.854 e
A,GWH,E7000,H52,LV	235.896 	240.343 	218.977 	196.691 
A,GWH,E7000,H52,MD	: 	: 	13.400 	25.900 
A,GWH,E7000,H52,ME	18.104 	18.392 	19.447 	19.517 
A,GWH,E7000,H52,MT	: 	39.650 	43.903 	78.042 
A,GWH,E7000,H52,NL	: 	: 	3250.917 	3149.653 
A,GWH,E7000,H52,NO	: 	: 	1372.123 	1339.204 
A,GWH,E7000,H52,PL	: 	: 	1083.305 	1096.399 
A,GWH,E7000,H52,PT	: 	: 	1643.413 	1577.987 
A,GWH,E7000,H52,RO	: 	: 	: 	1120.157 
A,GWH,E7000,H52,SE	: 	: 	198.000 	121.345 e
A,GWH,E7000,H52,SI	: 	: 	146.917 	138.225 
A,GWH,E7000,H52,SK	: 	: 	377.760 	216.260 
A,GWH,E7000,H52,TR	: 	: 	: 	2194.070 
A,GWH,E7000,H52_STL,AL	: 	: 	: 	0.000 
A,GWH,E7000,H52_STL,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,H52_STL,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,H52_STL,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,H52_STL,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,H52_STL,MT	: 	0.000 	0.000 	0.000 
A,GWH,E7000,H52_STL,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,PT	: 	: 	0.000 	924.976 
A,GWH,E7000,H52_STL,RO	: 	: 	: 	0.000 
A,GWH,E7000,H52_STL,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,H52_STL,TR	: 	: 	: 	0.000 
A,GWH,E7000,H53,AL	: 	: 	: 	4.430 
A,GWH,E7000,H53,AT	: 	: 	356.618 	338.303 
A,GWH,E7000,H53,BE	: 	: 	71.400 	73.400 
A,GWH,E7000,H53,BG	: 	: 	7.540 	6.818 
A,GWH,E7000,H53,CZ	: 	: 	62.170 	58.220 
A,GWH,E7000,H53,DE	: 	: 	1238.619 	1141.860 
A,GWH,E7000,H53,DK	38.496 	44.395 	43.379 	42.380 
A,GWH,E7000,H53,EE	: 	: 	15.371 	10.759 
A,GWH,E7000,H53,FR	: 	: 	312.107 	281.289 
A,GWH,E7000,H53,HR	: 	: 	19.219 	19.626 
A,GWH,E7000,H53,HU	: 	: 	49.916 	45.057 
A,GWH,E7000,H53,IE	6.444 	5.214 	5.713 	5.801 
A,GWH,E7000,H53,IT	: 	: 	94.965 	101.362 
A,GWH,E7000,H53,LT	: 	: 	21.300 	22.000 
A,GWH,E7000,H53,LU	: 	: 	14.286 	14.906 e
A,GWH,E7000,H53,LV	1.347 	1.302 	1.091 	0.946 
A,GWH,E7000,H53,MD	: 	: 	2.800 	2.470 
A,GWH,E7000,H53,ME	5.007 	5.182 	5.509 	5.658 
A,GWH,E7000,H53,MT	: 	0.125 	0.126 	0.032 
A,GWH,E7000,H53,NL	: 	: 	135.778 	135.363 
A,GWH,E7000,H53,NO	: 	: 	55.810 	56.704 
A,GWH,E7000,H53,PL	: 	: 	137.235 	142.987 
A,GWH,E7000,H53,PT	: 	: 	38.577 	38.416 
A,GWH,E7000,H53,RO	: 	: 	: 	1040.528 
A,GWH,E7000,H53,SE	: 	: 	267.000 	301.000 
A,GWH,E7000,H53,SI	: 	: 	29.652 	24.554 
A,GWH,E7000,H53,SK	: 	: 	35.320 	19.430 
A,GWH,E7000,H53,TR	: 	: 	: 	216.810 
A,GWH,E7000,I,AL	: 	: 	: 	263.118 
A,GWH,E7000,I,AT	: 	: 	2206.021 	2092.727 
A,GWH,E7000,I,BE	: 	: 	1288.900 	1424.100 
A,GWH,E7000,I,BG	: 	: 	1059.080 	1045.916 
A,GWH,E7000,I,CZ	: 	: 	1152.780 	1330.500 
A,GWH,E7000,I,DE	: 	: 	10882.268 	10036.984 
A,GWH,E7000,I,DK	1134.979 	1224.344 	1310.230 	1294.317 
A,GWH,E7000,I,EE	: 	: 	148.653 	129.697 
A,GWH,E7000,I,FR	: 	: 	12349.586 	11774.757 
A,GWH,E7000,I,HR	: 	: 	980.424 	1001.180 
A,GWH,E7000,I,HU	: 	: 	810.268 	851.296 
A,GWH,E7000,I,IE	972.761 	1024.040 	1302.169 	1322.243 
A,GWH,E7000,I,IT	: 	: 	12236.024 	11836.565 
A,GWH,E7000,I,LT	: 	: 	178.200 	204.500 
A,GWH,E7000,I,LU	: 	: 	122.696 	128.021 e
A,GWH,E7000,I,LV	79.037 	90.433 	99.706 	104.296 
A,GWH,E7000,I,MD	: 	: 	56.880 	78.672 
A,GWH,E7000,I,ME	129.785 	187.356 	201.265 	216.036 
A,GWH,E7000,I,MT	: 	169.664 	212.205 	231.144 
A,GWH,E7000,I,NL	: 	: 	3285.462 	3314.673 
A,GWH,E7000,I,NO	: 	: 	1490.920 	1462.052 
A,GWH,E7000,I,PL	: 	: 	1933.653 	1983.746 
A,GWH,E7000,I,PT	: 	: 	2017.717 	2194.668 
A,GWH,E7000,I,RO	: 	: 	: 	512.537 
A,GWH,E7000,I,SE	: 	: 	1946.000 	1915.000 
A,GWH,E7000,I,SI	: 	: 	432.252 	426.036 
A,GWH,E7000,I,SK	: 	: 	10.650 	83.460 
A,GWH,E7000,I,TR	: 	: 	: 	10448.910 
A,GWH,E7000,I55,AL	: 	: 	: 	105.247 
A,GWH,E7000,I55,AT	: 	: 	154.751 	146.804 
A,GWH,E7000,I55,BE	: 	: 	439.300 	435.900 
A,GWH,E7000,I55,BG	: 	: 	601.257 	599.098 
A,GWH,E7000,I55,CZ	: 	: 	422.060 	495.190 
A,GWH,E7000,I55,DE	: 	: 	4350.992 	3978.876 
A,GWH,E7000,I55,DK	379.733 	446.196 	480.177 	479.420 
A,GWH,E7000,I55,EE	: 	: 	90.061 	81.559 
A,GWH,E7000,I55,FR	: 	: 	4919.850 	4780.396 
A,GWH,E7000,I55,HR	: 	: 	484.816 	502.120 
A,GWH,E7000,I55,HU	: 	: 	412.973 	422.569 
A,GWH,E7000,I55,IE	444.101 	456.932 	654.057 	664.139 
A,GWH,E7000,I55,IT	: 	: 	4119.504 	4103.292 
A,GWH,E7000,I55,LT	: 	: 	65.900 	70.300 
A,GWH,E7000,I55,LU	: 	: 	28.804 	30.054 e
A,GWH,E7000,I55,LV	35.101 	40.325 	44.251 	46.929 
A,GWH,E7000,I55,MD	: 	: 	9.980 	18.522 
A,GWH,E7000,I55,ME	15.931 	56.402 	61.837 	66.538 
A,GWH,E7000,I55,MT	: 	110.440 	146.509 	160.214 
A,GWH,E7000,I55,NL	: 	: 	1221.670 	1232.310 
A,GWH,E7000,I55,NO	: 	: 	1490.920 	1462.052 
A,GWH,E7000,I55,PL	: 	: 	1024.220 	1024.676 
A,GWH,E7000,I55,PT	: 	: 	948.926 	1038.873 
A,GWH,E7000,I55,RO	: 	: 	: 	283.169 
A,GWH,E7000,I55,SE	: 	: 	396.000 	365.706 e
A,GWH,E7000,I55,SI	: 	: 	191.462 	188.728 
A,GWH,E7000,I55,SK	: 	: 	5.700 	57.530 
A,GWH,E7000,I55,TR	: 	: 	: 	4972.090 
A,GWH,E7000,I551,AL	: 	: 	: 	0.000 
A,GWH,E7000,I551,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I551,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I551,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I551,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I551,MT	: 	105.691 	138.864 	149.517 
A,GWH,E7000,I551,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,PT	: 	: 	840.851 	912.975 
A,GWH,E7000,I551,RO	: 	: 	: 	0.000 
A,GWH,E7000,I551,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,I551,TR	: 	: 	: 	0.000 
A,GWH,E7000,I552,AL	: 	: 	: 	0.000 
A,GWH,E7000,I552,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I552,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I552,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I552,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I552,MT	: 	4.266 	5.435 	6.057 
A,GWH,E7000,I552,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,PT	: 	: 	71.249 	86.092 
A,GWH,E7000,I552,RO	: 	: 	: 	0.000 
A,GWH,E7000,I552,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,I552,TR	: 	: 	: 	0.000 
A,GWH,E7000,I553,AL	: 	: 	: 	0.000 
A,GWH,E7000,I553,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I553,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I553,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I553,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I553,MT	: 	0.000 	0.000 	0.000 
A,GWH,E7000,I553,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,PT	: 	: 	26.342 	28.624 
A,GWH,E7000,I553,RO	: 	: 	: 	0.000 
A,GWH,E7000,I553,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,I553,TR	: 	: 	: 	0.000 
A,GWH,E7000,I559,AL	: 	: 	: 	0.000 
A,GWH,E7000,I559,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I559,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I559,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I559,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I559,MT	: 	0.483 	2.210 	4.640 
A,GWH,E7000,I559,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,PT	: 	: 	10.484 	11.183 
A,GWH,E7000,I559,RO	: 	: 	: 	0.000 
A,GWH,E7000,I559,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,I559,TR	: 	: 	: 	0.000 
A,GWH,E7000,I56,AL	: 	: 	: 	157.871 
A,GWH,E7000,I56,AT	: 	: 	2051.270 	1945.923 
A,GWH,E7000,I56,BE	: 	: 	849.600 	988.200 
A,GWH,E7000,I56,BG	: 	: 	457.823 	446.818 
A,GWH,E7000,I56,CZ	: 	: 	730.720 	835.310 
A,GWH,E7000,I56,DE	: 	: 	6531.276 	6058.108 
A,GWH,E7000,I56,DK	755.246 	778.147 	830.053 	814.897 
A,GWH,E7000,I56,EE	: 	: 	58.592 	48.138 
A,GWH,E7000,I56,FR	: 	: 	7429.736 	6994.361 
A,GWH,E7000,I56,HR	: 	: 	495.608 	499.060 
A,GWH,E7000,I56,HU	: 	: 	397.295 	428.726 
A,GWH,E7000,I56,IE	528.660 	567.108 	648.112 	658.104 
A,GWH,E7000,I56,IT	: 	: 	8116.520 	7733.273 
A,GWH,E7000,I56,LT	: 	: 	112.300 	134.200 
A,GWH,E7000,I56,LU	: 	: 	93.892 	97.967 e
A,GWH,E7000,I56,LV	43.936 	50.108 	55.455 	57.367 
A,GWH,E7000,I56,MD	: 	: 	46.900 	60.150 
A,GWH,E7000,I56,ME	113.854 	130.954 	139.428 	149.498 
A,GWH,E7000,I56,MT	: 	59.224 	65.696 	70.930 
A,GWH,E7000,I56,NL	: 	: 	2063.792 	2082.363 
A,GWH,E7000,I56,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I56,PL	: 	: 	909.433 	959.069 
A,GWH,E7000,I56,PT	: 	: 	1068.791 	1155.795 
A,GWH,E7000,I56,RO	: 	: 	: 	229.367 
A,GWH,E7000,I56,SE	: 	: 	1550.000 	1549.294 e
A,GWH,E7000,I56,SI	: 	: 	240.790 	237.308 
A,GWH,E7000,I56,SK	: 	: 	4.950 	25.930 
A,GWH,E7000,I56,TR	: 	: 	: 	5476.820 
A,GWH,E7000,I561,AL	: 	: 	: 	0.000 
A,GWH,E7000,I561,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I561,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I561,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I561,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I561,MT	: 	43.250 	47.569 	51.732 
A,GWH,E7000,I561,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,PT	: 	: 	717.313 	784.725 
A,GWH,E7000,I561,RO	: 	: 	: 	0.000 
A,GWH,E7000,I561,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,I561,TR	: 	: 	: 	0.000 
A,GWH,E7000,I562,AL	: 	: 	: 	0.000 
A,GWH,E7000,I562,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I562,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I562,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I562,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I562,MT	: 	8.474 	9.200 	9.415 
A,GWH,E7000,I562,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,PT	: 	: 	31.139 	33.709 
A,GWH,E7000,I562,RO	: 	: 	: 	0.000 
A,GWH,E7000,I562,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,I562,TR	: 	: 	: 	0.000 
A,GWH,E7000,I563,AL	: 	: 	: 	0.000 
A,GWH,E7000,I563,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I563,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,FR	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I563,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I563,MD	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,ME	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,I563,MT	: 	7.500 	8.927 	9.783 
A,GWH,E7000,I563,NL	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,NO	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,PL	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,PT	: 	: 	320.338 	337.360 
A,GWH,E7000,I563,RO	: 	: 	: 	0.000 
A,GWH,E7000,I563,SE	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,SI	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,SK	: 	: 	0.000 	0.000 
A,GWH,E7000,I563,TR	: 	: 	: 	0.000 
A,GWH,E7000,J,AL	: 	: 	: 	16.937 
A,GWH,E7000,J,AT	: 	: 	454.664 	431.314 
A,GWH,E7000,J,BE	: 	: 	1997.500 	2025.800 
A,GWH,E7000,J,BG	: 	: 	578.248 	593.561 
A,GWH,E7000,J,CZ	: 	: 	752.780 	814.440 
A,GWH,E7000,J,DE	: 	: 	22721.637 	22664.547 
A,GWH,E7000,J,DK	841.454 	944.168 	971.286 	942.212 
A,GWH,E7000,J,EE	: 	: 	309.001 	131.384 
A,GWH,E7000,J,FR	: 	: 	7271.968 	6994.214 
A,GWH,E7000,J,HR	: 	: 	267.896 	273.567 
A,GWH,E7000,J,HU	: 	: 	654.474 	709.558 
A,GWH,E7000,J,IE	3943.408 	5234.425 	6202.077 	7266.077 
A,GWH,E7000,J,IT	: 	: 	5516.981 	5576.765 
A,GWH,E7000,J,LT	: 	: 	364.400 	337.600 
A,GWH,E7000,J,LU	: 	: 	292.782 	305.494 e
A,GWH,E7000,J,LV	119.522 	129.978 	123.396 	128.030 
A,GWH,E7000,J,MD	: 	: 	120.400 	130.100 
A,GWH,E7000,J,ME	38.761 	38.016 	53.254 	59.615 
A,GWH,E7000,J,MT	: 	73.126 	73.663 	70.769 
A,GWH,E7000,J,NL	: 	: 	5412.715 	5565.795 
A,GWH,E7000,J,NO	: 	: 	1959.870 	2138.295 
A,GWH,E7000,J,PL	: 	: 	8051.806 	8088.198 
A,GWH,E7000,J,PT	: 	: 	703.915 	723.142 
A,GWH,E7000,J,RO	: 	: 	: 	1166.701 
A,GWH,E7000,J,SE	: 	: 	2345.000 	2585.000 
A,GWH,E7000,J,SI	: 	: 	255.199 	242.240 
A,GWH,E7000,J,SK	: 	: 	1250.580 	1015.960 
A,GWH,E7000,J,TR	: 	: 	: 	3081.330 
A,GWH,E7000,J58,AL	: 	: 	: 	0.000 
A,GWH,E7000,J58,AT	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,BE	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,BG	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,CZ	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,DE	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,DK	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,J58,EE	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,FR	: 	: 	657.429 	613.343 
A,GWH,E7000,J58,HR	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,HU	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,IE	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,J58,IT	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,LT	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,LU	: 	: 	0.000 	0.000 
A,GWH,E7000,J58,LV	0.000 	0.000 	0.000 	0.000 
A,GWH,E7000,J58,MD	: 	: 	0.000 	0.000 
